11.976,
11.37,
10.796,
10.748,
11.164,
11.367,
11.154,
10.443,
10.333,
16.0,
13.297,
12.938,
10.956,
11.588,
11.146,
10.575,
9.99,
10.477,
12.6,
11.337,
10.472,
10.279,
10.452,
10.282,
9.943,
10.621,
10.582,
10.077,
10.173,
10.356,
10.79,
10.61,
10.812,
10.564,
10.856,
10.139,
10.413,
10.617,
10.082,
10.652,
10.518,
10.245,
10.107,
10.621,
10.432,
10.646,
10.548,
10.601,
10.755,
10.928,
11.15,
10.832,
10.039,
10.14,
10.083,
10.159,
10.444,
9.894,
10.294,
10.093,
10.136,
10.192,
10.414,
10.823,
10.499,
10.084,
10.118,
10.933,
10.123,
10.264,
10.444,
11.131,
10.895,
10.656,
10.713,
10.096,
10.811,
10.666,
11.027,
10.672,
10.131,
10.181,
10.739,
10.298,
11.032,
10.348,
10.199,
10.301,
10.421,
10.033,
10.956,
10.9,
10.416,
11.109,
10.489,
10.197,
10.312,
10.096,
10.19,
10.241,
10.36,
10.133,
10.117,
10.549,
10.486,
10.512,
10.537,
10.611,
10.491,
10.648,
10.112,
10.278,
10.047,
10.058,
10.37,
10.293,
10.24,
10.256,
10.069,
10.27,
10.302,
10.4,
10.025,
10.175,
10.45,
10.005,
9.983,
9.997,
10.279,
10.017,
10.342,
9.901,
9.969,
10.728,
10.257,
10.342,
10.224,
10.195,
10.279,
10.259,
10.693,
10.492,
10.785,
10.269,
10.373,
10.303,
10.346,
10.642,
10.283,
10.339,
10.108,
11.101,
10.647,
10.779,
10.458,
10.194,
10.268,
10.278,
10.373,
10.049,
10.002,
10.428,
10.626,
10.282,
10.065,
10.314,
10.355,
10.399,
10.409,
10.242,
10.544,
10.476,
10.753,
10.471,
10.232,
10.206,
10.129,
10.157,
10.062,
10.463,
10.205,
9.91,
9.936,
10.095,
10.491,
10.055,
9.914,
10.226,
10.232,
10.205,
10.462,
10.382,
10.294,
10.205,
10.514,
9.871,
10.12,
10.72,
10.225,
10.051,
11.524,
9.973,
10.292,
10.227,
10.304,
10.394,
11.536,
10.918,
10.663,
10.412,
10.25,
10.284,
10.581,
10.52,
10.563,
10.145,
9.812,
10.193,
9.894,
10.325,
9.88,
10.377,
10.329,
10.159,
10.528,
10.189,
9.914,
9.911,
10.918,
9.833,
10.344,
10.394,
10.589,
10.52,
10.541,
10.075,
10.011,
10.237,
10.009,
10.341,
10.155,
9.859,
10.288,
10.584,
9.947,
10.049,
12.112,
10.175,
10.194,
10.341,
10.138,
10.171,
9.974,
10.235,
9.874,
10.549,
10.134,
9.908,
10.18,
11.079,
10.438,
10.225,
10.706,
10.373,
10.739,
10.538,
10.701,
10.258,
10.144,
10.016,
10.125,
10.642,
9.984,
10.148,
10.506,
10.202,
10.18,
10.703,
10.211,
10.052,
10.198,
10.478,
10.316,
11.081,
10.654,
12.072,
10.229,
10.281,
10.264,
10.184,
10.346,
10.245,
10.314,
10.229,
10.213,
9.94,
10.257,
10.495,
9.974,
10.034,
10.068,
15.535,
10.396,
10.815,
10.239,
10.145,
10.091,
10.189,
10.732,
10.859,
10.306,
9.942,
10.075,
10.003,
10.219,
10.088,
10.358,
10.752,
10.27,
10.72,
10.144,
10.2,
9.896,
10.622,
10.209,
10.153,
10.126,
10.194,
10.598,
10.214,
9.978,
9.986,
10.068,
10.194,
10.324,
10.077,
10.228,
9.879,
9.857,
10.081,
9.877,
10.44,
10.749,
11.177,
10.066,
9.877,
10.208,
10.385,
10.914,
10.745,
10.698,
10.484,
11.528,
10.214,
10.098,
10.37,
10.125,
10.216,
10.512,
10.191,
10.175,
9.932,
10.525,
10.647,
10.139,
10.119,
10.29,
10.113,
10.123,
10.349,
9.926,
9.904,
10.078,
10.277,
10.587,
10.034,
10.335,
10.217,
10.208,
10.409,
11.614,
10.246,
10.973,
11.106,
10.439,
10.214,
10.063,
10.126,
10.552,
10.603,
11.23,
10.074,
10.281,
10.329,
10.196,
10.2,
10.636,
11.014,
10.059,
10.098,
10.116,
10.48,
10.118,
10.05,
10.042,
10.233,
10.593,
10.167,
10.205,
10.081,
10.218,
10.808,
10.124,
10.217,
10.011,
10.168,
10.205,
10.079,
10.575,
10.428,
10.89,
10.388,
10.363,
10.047,
9.737,
10.599,
10.399,
10.242,
10.521,
11.102,
10.85,
10.204,
11.146,
10.355,
10.258,
10.079,
10.035,
10.535,
9.965,
10.287,
10.523,
10.761,
10.769,
10.158,
9.932,
10.039,
10.244,
10.726,
10.604,
10.617,
10.295,
10.503,
10.156,
10.153,
10.105,
10.13,
9.985,
10.187,
10.093,
9.96,
10.178,
10.312,
10.255,
10.02,
10.072,
10.38,
10.335,
10.157,
9.962,
9.835,
10.411,
10.503,
9.982,
9.997,
10.106,
10.225,
10.255,
10.546,
10.105,
10.261,
10.453,
10.226,
10.333,
10.238,
10.111,
10.379,
10.105,
10.448,
10.24,
9.893,
10.314,
9.964,
10.348,
9.947,
9.988,
10.229,
10.373,
10.655,
10.35,
10.279,
10.192,
10.305,
10.072,
10.434,
10.334,
10.069,
11.022,
10.217,
11.26,
10.323,
10.131,
10.283,
10.12,
9.795,
10.052,
10.393,
9.783,
9.924,
10.281,
10.446,
10.175,
10.238,
10.322,
10.194,
10.543,
10.756,
10.391,
10.31,
10.997,
10.261,
10.139,
10.248,
10.799,
11.49,
10.439,
9.859,
9.984,
9.934,
10.218,
10.766,
10.573,
10.327,
11.095,
10.341,
9.955,
10.607,
10.052,
10.062,
10.467,
10.216,
10.344,
10.066,
10.125,
10.569,
9.876,
10.298,
9.964,
9.889,
10.392,
10.147,
10.36,
10.764,
9.835,
10.775,
10.119,
10.01,
10.117,
10.086,
